H	Env	GY_BLUE	GM_BLUE	NE_BLUE
H_315	2009_CAMPO_MOURAO	6.23968212229776	14.7900071228087	36.2562597781755
H_316	2009_CAMPO_MOURAO	6.76306438295175	17.0126584382947	30.5227909020231
H_317	2009_CAMPO_MOURAO	8.96396992518012	16.8260869398048	41.8517367070271
H_318	2009_CAMPO_MOURAO	9.29378327023626	17.8818629075328	37.2324672006356
H_319	2009_CAMPO_MOURAO	6.3455067212898	12.4966727815792	33.4453018351446
H_320	2009_CAMPO_MOURAO	8.32749519907873	15.6948465635217	41.1367454121386
H_321	2009_CAMPO_MOURAO	6.65797383787285	17.4740326880222	32.5273490824277
H_322	2009_CAMPO_MOURAO	7.87931178620363	18.7111462160024	28.9112379119326
H_323	2009_CAMPO_MOURAO	8.21769404685762	15.8837975314884	45.1777690357802
H_324	2009_CAMPO_MOURAO	8.32157932220197	17.2837975314884	40.7096762986125
H_325	2009_CAMPO_MOURAO	7.89859958908599	14.5972260329985	44.5067148407842
H_326	2009_CAMPO_MOURAO	9.03281453261881	20.2627668441927	45.5182327216185
H_327	2009_CAMPO_MOURAO	9.39953798367235	17.3275767182391	42.7310673561274
H_328	2009_CAMPO_MOURAO	9.44549970066588	17.2517178121594	45.4088363919076
H_329	2009_CAMPO_MOURAO	7.54152646146129	19.3257505001816	40.4225109331215
H_330	2009_CAMPO_MOURAO	8.15700510025541	17.0549366246821	57.3131146034106
H_331	2009_CAMPO_MOURAO	7.80334304858618	18.2920501526623	41.6970034329155
H_332	2009_CAMPO_MOURAO	6.59172530924018	15.8647014681483	42.963534556763
H_333	2009_CAMPO_MOURAO	7.53263085146854	13.3281299696585	46.7924803617671
H_334	2009_CAMPO_MOURAO	8.3541185032108	12.9123332206004	46.7461417418495
H_335	2009_CAMPO_MOURAO	9.02205796099609	17.1629836559889	40.6002799689016
H_336	2009_CAMPO_MOURAO	8.93584195426435	14.9271430946468	52.4589763763584
H_337	2009_CAMPO_MOURAO	6.78180367125788	16.0512841885671	53.1367454121386
H_338	2009_CAMPO_MOURAO	8.87783043205328	19.9253168765893	42.6504199533525
H_339	2009_CAMPO_MOURAO	8.33830907084741	14.0045030010898	45.0410236236416
H_340	2009_CAMPO_MOURAO	9.20964701917818	15.04161652907	49.4249124531465
H_341	2009_CAMPO_MOURAO	6.79302927983217	20.514267844556	37.691443576994
H_342	2009_CAMPO_MOURAO	8.04393482206054	17.5276963460662	36.0203893819981
H_343	2009_CAMPO_MOURAO	7.24943339734562	18.6031104066246	35.1640944945663
H_344	2009_CAMPO_MOURAO	6.71615684839916	15.567920280671	40.8769291290753
H_345	2009_CAMPO_MOURAO	7.15711856539269	17.0420613745913	32.0546981648555
H_346	2009_CAMPO_MOURAO	7.75839590932686	15.5500971839691	41.9841687984065
H_347	2009_CAMPO_MOURAO	9.18314532618809	17.5160940626135	34.5683727060693
H_348	2009_CAMPO_MOURAO	8.13862396498222	19.895280187114	33.9589763763584
H_349	2009_CAMPO_MOURAO	7.75996191331299	19.3823937150942	34.8428652058633
H_350	2009_CAMPO_MOURAO	8.40334417396697	12.5550450305802	41.6093963297109
H_351	2009_CAMPO_MOURAO	7.61677816998085	17.6227484994551	38.7506999222541
H_352	2009_CAMPO_MOURAO	7.63955944789288	15.5580582532357	34.593320268472
H_353	2009_CAMPO_MOURAO	6.92347022451424	14.6599928771913	36.5386221036165
H_354	2009_CAMPO_MOURAO	7.73959084441303	15.3856237495459	40.5182327216185
H_355	2009_CAMPO_MOURAO	8.48768371220921	17.6861770009652	34.5796457272581
H_356	2009_CAMPO_MOURAO	7.87286739335949	14.7208138754995	41.8053980871096
H_357	2009_CAMPO_MOURAO	7.66128289894642	15.0228681272821	36.8061549029809
H_358	2009_CAMPO_MOURAO	8.96224461593995	18.7970092212024	44.9839239387611
H_359	2009_CAMPO_MOURAO	9.44327137673534	16.7710419092246	39.4975984799749
H_360	2009_CAMPO_MOURAO	7.55375001552947	15.1502280337251	41.3882021502641
H_361	2009_CAMPO_MOURAO	6.54508796386025	17.5373415617053	34.772090979769
H_362	2009_CAMPO_MOURAO	9.29347022451423	17.9099928771913	47.5386221036165
H_363	2009_CAMPO_MOURAO	8.49670312198762	17.6448353415927	40.6619378341867
H_364	2009_CAMPO_MOURAO	7.95342657304117	16.6096452156391	36.8747724686957
H_365	2009_CAMPO_MOURAO	6.24938829003469	15.4337863095594	38.5525415044758
H_366	2009_CAMPO_MOURAO	8.74459084441302	16.9856237495459	47.0182327216185
H_367	2009_CAMPO_MOURAO	7.86541505083009	15.8078189975816	40.5662160456897
H_368	2009_CAMPO_MOURAO	7.03589368962422	13.0870051220821	37.4568197159788
H_369	2009_CAMPO_MOURAO	7.66561389860899	15.7467699655483	36.6072396693313
H_370	2009_CAMPO_MOURAO	7.22651944083735	16.3101984670584	36.4361854743353
H_371	2009_CAMPO_MOURAO	7.30415360633039	13.5607238143391	36.0774890668785
H_372	2009_CAMPO_MOURAO	7.11587705738392	13.6755336883855	36.2903237013875
H_373	2009_CAMPO_MOURAO	7.62183877437745	13.6496747823057	38.4680927371677
H_374	2009_CAMPO_MOURAO	7.09286553517285	18.823707470328	37.4817672783815
H_375	2009_CAMPO_MOURAO	8.10834417396698	17.8528935948285	38.8723709486706
H_376	2009_CAMPO_MOURAO	8.66468212229776	14.2400071228087	37.7562597781756
H_377	2009_CAMPO_MOURAO	6.96306438295175	14.6126584382947	34.0227909020231
H_378	2009_CAMPO_MOURAO	7.73396992518011	16.7760869398048	40.3517367070271
H_379	2009_CAMPO_MOURAO	7.48378327023625	16.4318629075328	38.7324672006357
H_380	2009_CAMPO_MOURAO	7.95050672128979	19.3966727815792	41.9453018351446
H_381	2009_CAMPO_MOURAO	6.92249519907872	13.0448465635217	37.6367454121386
H_382	2009_CAMPO_MOURAO	7.97797383787285	13.7740326880222	36.5273490824277
H_383	2009_CAMPO_MOURAO	7.34931178620362	16.6611462160024	32.9112379119326
H_384	2009_CAMPO_MOURAO	8.93769404685761	17.5337975314884	41.1777690357802
H_385	2009_CAMPO_MOURAO	7.41657932220196	20.0837975314884	36.2096762986125
H_386	2009_CAMPO_MOURAO	8.12859958908597	14.0972260329986	40.0067148407842
H_387	2009_CAMPO_MOURAO	9.83781453261881	14.6127668441927	46.5182327216185
H_388	2009_CAMPO_MOURAO	7.73953798367235	12.7775767182391	45.7310673561274
H_389	2009_CAMPO_MOURAO	9.29049970066587	13.0517178121594	45.4088363919076
H_390	2009_CAMPO_MOURAO	9.73652646146128	15.9757505001816	43.9225109331215
H_391	2009_CAMPO_MOURAO	8.23200510025541	13.2049366246821	40.3131146034106
H_392	2009_CAMPO_MOURAO	7.90834304858618	14.4420501526623	34.6970034329155
H_393	2009_CAMPO_MOURAO	8.24263085146854	13.8281299696585	41.292480361767
H_394	2009_CAMPO_MOURAO	8.5541185032108	17.8123332206004	41.7461417418495
H_395	2009_CAMPO_MOURAO	8.11205796099608	17.5629836559889	39.6002799689016
H_396	2009_CAMPO_MOURAO	8.92084195426434	17.3271430946468	44.9589763763584
H_397	2009_CAMPO_MOURAO	7.13180367125787	17.6512841885671	33.6367454121386
H_398	2009_CAMPO_MOURAO	8.74783043205328	18.6253168765893	35.6504199533525
H_399	2009_CAMPO_MOURAO	9.0533090708474	18.0045030010898	43.5410236236416
H_400	2009_CAMPO_MOURAO	8.57464701917817	15.19161652907	44.4249124531465
H_401	2009_CAMPO_MOURAO	8.67802927983217	15.864267844556	40.691443576994
H_402	2009_CAMPO_MOURAO	7.84393482206053	15.9276963460662	41.020389381998
H_403	2009_CAMPO_MOURAO	8.15943339734562	14.5531104066246	35.6640944945663
H_404	2009_CAMPO_MOURAO	6.72115684839916	15.017920280671	38.3769291290753
H_405	2009_CAMPO_MOURAO	6.00211856539269	20.7420613745913	32.0546981648555
H_406	2009_CAMPO_MOURAO	7.85839590932686	16.2000971839691	35.4841687984065
H_407	2009_CAMPO_MOURAO	7.94314532618808	12.7660940626135	37.0683727060693
H_408	2009_CAMPO_MOURAO	7.58862396498221	16.395280187114	30.9589763763584
H_409	2009_CAMPO_MOURAO	7.69996191331299	15.2823937150942	48.8428652058633
H_410	2009_CAMPO_MOURAO	7.91334417396697	17.3050450305802	43.1093963297109
H_411	2009_CAMPO_MOURAO	6.93677816998084	16.3727484994551	35.2506999222541
H_412	2009_CAMPO_MOURAO	9.81268371220921	19.2861770009652	42.0796457272581
H_413	2009_CAMPO_MOURAO	8.82455944789288	16.1580582532357	45.093320268472
H_414	2009_CAMPO_MOURAO	7.21672530924017	17.6147014681483	38.463534556763
H_415	2009_CAMPO_MOURAO	10.7005525614066	21.0097648434662	39.6960017573987
H_197	2009_CAMPO_MOURAO	8.7883037023488	15.2737700143819	37.1041382270522
